ID#,Ra(deg),Dec(deg),RM_Raw_Value,RM_Raw_Err,Scaled_RM,TotalRMScaledErrWithStDev,TotalRMScaledErrWithAvgErr,Extinction,Scaled_Extinction,eAbundance,BScaled_RM_ERR_with_0.05Uncty&StDev,BScaled_RM_ERR_with_0.05Uncty,Raw_Magnetic_FieldMagnetic_Field(uG),Magnetic_Field(uG),Reference_BField_RMErr(±),BField_of_Min_Extinction,BField_of_Max_Extinction
2,82.87916666666666,-3.4109166666666666,12.9,6.7,-32.85,17.149965823594147,19.9375,1.1932528,0.69619417375,0.0001395,186.30324215751995,1.7743223672107935,228.88758537019234,-582.8648976287457,-302.7282801637671,-1308.3999026649994,-316.2677857233414
3,82.87916666666666,-3.4016666666666664,12.5,6.7,-33.25,17.149965823594147,19.9375,1.1932528,0.69619417375,0.0001395,186.30324215751995,1.7743223672107933,221.79029590134917,-589.9621870975888,-316.2197322843076,-1324.331712743112,-320.1188394307793
5,83.13333333333334,-1.8518333333333332,6.0,9.9,-39.75,20.349965823594147,23.137500000000003,1.500625,1.00356637375,0.0001402,129.0501313335079,1.2290528702819523,73.74317221691715,-488.54851593707605,-806.1050512961756,-640.1942565317794,-351.0953555151713
6,83.3875,-1.9453333333333331,75.6,18.8,29.849999999999994,29.249965823594145,32.0375,1.1456395,0.64858087375,0.0001395,199.980044109034,1.904578047860547,1439.8610041825734,568.5165472863731,141.37713080666424,598.6324502038158,389.5412746703055
7,83.3875,-1.1027222222222224,30.0,10.2,-15.75,20.649965823594144,23.4375,0.7782917,0.28123307375000006,0.0001392,418.20865332043843,3.982952519528157,1194.8857558584468,-627.3150218256847,-213.28710742073275,-627.3150218256847,-278.0759263340564
8,83.3875,-1.1023611111111111,8.4,17.4,-37.35,27.849965823594147,30.6375,0.7782917,0.28123307375000006,0.0001392,418.20865332043843,3.982952519528156,334.56801164036517,-1487.6327660437664,-3081.5250153763727,-1487.6327660437664,-659.4371967350481
12,85.42083333333333,-1.918611111111111,-44.1,5.4,-89.85,15.849965823594147,18.637500000000003,36.838272,36.34121337375,2.409e-07,16.632328840683645,0.15840364740340065,-69.85600850489968,-142.32567719195546,17.4276339418721,-142.42679109057622,-142.30901054988453
13,85.42083333333333,-1.905333333333333,-50.1,7.7,-95.85,18.149965823594147,20.9375,36.838272,36.34121337375,2.409e-07,16.632328840683645,0.15840364740340063,-79.36022734910372,-151.82989603615948,23.33513372212431,-151.93776211498866,-151.8121164296765
14,85.92916666666666,-2.9531111111111112,82.6,15.8,36.849999999999994,26.249965823594145,29.0375,1.8359107,1.33885207375,0.0001402,96.71629095149848,0.9211105309902086,760.8372985979122,339.4292306698918,64.92714097559674,592.9131948396962,249.55628141304112
15,87.2,-1.2899444444444443,56.0,14.7,10.25,25.149965823594144,27.9375,3.3281372,2.83107857375,0.0001418,45.4174948969124,0.43254897834863576,242.22742787523603,44.336270280735164,11.63827094869298,54.635501382367785,44.336270280735164
16,88.21666666666667,3.223888888888889,91.1,12.9,45.349999999999994,23.349965823594147,26.137500000000003,1.4951516,0.9980929737500001,0.0001402,129.7582971368719,1.2357973284569754,1125.8113662243043,560.4340884552382,79.3589433707198,689.3432942689648,453.1032137390799
18,88.97916666666667,-1.0249722222222222,152.4,12.5,106.65,22.949965823594148,25.7375,1.1756629,0.6786042737500001,0.0001395,191.1323532108845,1.820314050750498,2774.158613343759,1941.3649351254062,159.23268824847491,2559.3124204673795,1333.6306888588183
19,89.99583333333334,0.9161111111111112,7.8,19.2,-37.95,29.649965823594144,32.4375,0.86672974,0.36967111375000006,0.0001395,350.8611490496822,3.3415456292369354,260.64055908048095,-1268.116566295417,-3121.5177016502575,-1511.5304811609356,-613.3112102916256
21,90.0,0.0496666666666666,33.9,16.2,-11.850000000000001,26.649965823594144,29.4375,0.84392333,0.34686470375,0.0001395,373.93032597021863,3.561252791223105,1207.2646962246324,-422.00845575993793,-201.66775761979335,-471.9798735640866,-375.70110138265426
22,90.0,-2.7351666666666667,53.8,9.1,8.049999999999997,19.549965823594146,22.3375,1.4625694,0.96551077375,0.0001402,134.14015745731598,1.277529467342587,687.3108534303118,102.84112212107821,17.395059689624752,139.97972883736824,83.31141447071481
23,90.25416666666666,2.467027777777778,83.7,9.4,37.95,19.849965823594147,22.637500000000003,0.8982307,0.4011720737500001,0.0001395,323.3107193339396,3.079159730286342,2577.256694249668,1168.5411176436667,131.23400843309997,1511.5304811609356,822.7959235739705
24,90.25416666666666,2.4535,94.4,13.6,48.650000000000006,24.049965823594146,26.8375,0.9961159,0.4990572737500001,0.0001395,259.8964859607975,2.4752126847574325,2336.600774411016,1204.190971134491,173.4851399092063,1902.0205256341346,962.9193677277598
