ID#,Ra(deg),Dec(deg),RM_Raw_Value,RM_Raw_Err,Scaled_RM,TotalRMScaledErrWithStDev,TotalRMScaledErrWithAvgErr,Extinction,Scaled_Extinction,eAbundance,BScaled_RM_ERR_with_0.05Uncty&StDev,BScaled_RM_ERR_with_0.05Uncty,Raw_Magnetic_FieldMagnetic_Field(uG),Magnetic_Field(uG),Reference_BField_RMErr(±),BField_of_Min_Extinction,BField_of_Max_Extinction
1,81.1,-10.203194444444444,-25.7,16.3,-35.58888888888889,29.70491542098339,27.53333333333333,1.6227919,1.1018777025,0.0001401,150.2344749815553,1.1165768812434127,-286.96025847955707,-397.377305624739,252.03307710829753,-2013.3937547802525,-351.47905605922773
2,81.1,-10.149138888888888,-21.3,7.4,-31.188888888888886,20.804915420983388,18.633333333333333,0.9974991,0.47658490249999996,0.0001397,346.748669283878,2.5771151912490797,-548.925535736054,-803.7735935373519,279.24528601767156,-1764.4696439800714,-308.0242617415711
3,81.35416666666667,-7.656916666666667,-41.6,13.2,-51.48888888888889,26.60491542098339,24.43333333333333,0.972172,0.4512578025,0.0001397,366.2101349320419,2.721757242419563,-1132.251012846538,-1401.4025623746948,444.6758130612012,-2912.914973353634,-966.4129452075186
4,81.35416666666667,-7.129444444444444,-9.6,14.9,-19.488888888888887,28.304915420983388,26.133333333333333,1.1187518,0.5978376025000001,0.0001397,276.4215232558272,2.054427802829133,-197.22506907159675,-400.38515179581094,621.431121016415,-1102.5578038977717,-122.17455412927548
5,81.35416666666667,-7.808,-8.3,14.9,-18.188888888888886,28.304915420983388,26.133333333333333,0.86371434,0.3428001425,0.0001397,482.074422541005,3.582887052483392,-297.3796253561215,-651.6873449905901,1169.896559079493,-1029.0120438886272,-428.20808609014244
13,82.37083333333334,-5.066777777777777,-1.0,7.3,-10.888888888888886,20.704915420983387,18.53333333333333,1.1425351,0.6216209024999999,0.0001397,265.84559830283655,1.9758251165833531,-19.75825116583353,-215.1454015835206,1570.5614315597004,-616.0243146065086,-139.1784040853165
14,82.37083333333334,-4.888416666666666,8.5,6.5,-1.3888888888888857,19.904915420983386,17.733333333333334,0.91942126,0.3985070625,0.0001397,414.68570144264817,3.0820387082919303,261.9732902048141,-42.806093170721155,-32.734071248198525,-74.06817491058715,-16.85983145847065
16,82.87916666666666,-9.5515,7.4,7.8,-2.4888888888888854,21.204915420983387,19.03333333333333,0.8232442,0.3023300025,0.0001397,546.6052967821536,4.062495227058094,300.62464680229897,-101.1109923178902,-106.57645136210046,-140.80555762434466,-60.25363507951943
17,82.87916666666666,-7.181972222222223,-36.3,5.0,-46.18888888888888,18.404915420983386,16.233333333333334,0.8276192,0.3067050025,0.0001397,538.8082339565418,4.0045456779033515,-1453.6500810789164,-1849.655153671581,254.77343714484587,-2613.074567162507,-1174.0439072398744
22,83.89583333333333,-5.391472222222222,-13.5,10.2,-23.388888888888886,23.60491542098339,21.43333333333333,13.854413,13.3334988025,7.399e-07,20.344391225214753,0.15120415542328122,-20.412560982142963,-35.3649719073341,26.72020099665243,-37.16456593218939,-35.316333684780716
