ID#,Ra(deg),Dec(deg),RM_Raw_Value,RM_Raw_Err,Scaled_RM,TotalRMScaledErrWithStDev,TotalRMScaledErrWithAvgErr,Extinction,Scaled_Extinction,eAbundance,BScaled_RM_ERR_with_0.05Uncty&StDev,BScaled_RM_ERR_with_0.05Uncty,Raw_Magnetic_FieldMagnetic_Field(uG),Magnetic_Field(uG),Reference_BField_RMErr(±),BField_of_Min_Extinction,BField_of_Max_Extinction
0,50.083333333333336,29.68769444444445,59.2,14.6,13.62222222222222,36.85946601247419,26.744444444444444,2.223773,1.6369379344444444,0.000117,179.53308810432998,0.8047395128325583,476.40579159687456,109.6234047480796,27.035501846654764,130.15914251110644,89.9686185454345
1,50.083333333333336,31.12605555555556,89.6,10.6,44.02222222222221,32.85946601247419,22.744444444444444,1.6087866,1.0219515344444443,0.0001296,278.09163689274743,1.2465185708042241,1116.880639440585,548.7451752807038,64.91851403990471,1242.5747800997085,362.66111277215174
3,50.083333333333336,30.717916666666664,40.1,11.2,-5.477777777777781,33.459466012474195,23.34444444444444,1.535315,0.9484799344444443,0.0001296,299.37883296692917,1.3419363457625273,538.1164746507734,-73.50829094010292,-20.53099397828311,-94.14305995968164,-45.20816822209206
5,51.35416666666666,31.47686111111111,35.1,1.8,-10.477777777777781,24.059466012474193,13.944444444444445,1.8411709,1.2543358344444444,0.0001242,229.5870770749989,1.029101624156431,361.2146700789073,-107.82698128661275,-5.529588783928859,-123.09630405053201,-67.3156962668393
6,51.35416666666666,33.71738888888889,2.4,11.1,-43.177777777777784,33.35946601247419,23.244444444444444,1.8839344,1.2970993344444444,0.0001242,222.2163493327767,0.99606305775551,23.905513386132238,-430.0778936042125,-1989.1102579194826,-814.0624468368136,-391.8464795577923
7,51.60833333333333,28.107666666666667,46.8,10.2,1.2222222222222143,32.459466012474195,22.34444444444444,1.4590602,0.8722251344444443,0.0001296,325.2163381122298,1.457750436206708,682.2272041447393,17.816949775859648,3.883181361405308,98.66702330225615,13.314825749524202
8,51.8625,29.02272222222222,26.2,11.7,-19.377777777777784,33.959466012474195,23.84444444444444,1.3500432,0.7632081344444444,0.0001335,368.1082498151217,1.6500092364796917,432.30241995767915,-319.73512315784257,-142.78247866209,-429.47031029093336,-216.29623480524177
9,51.8625,31.403166666666664,15.1,14.1,-30.47777777777778,36.35946601247419,26.244444444444444,2.951023,2.3641879344444447,8.596e-05,133.5229238427353,0.5985034503653152,90.37402100516258,-182.41055159467328,-170.33038261489358,-220.07922240379193,-168.53793720326328
10,52.11666666666667,29.444277777777778,18.9,9.8,-26.677777777777784,32.05946601247419,21.944444444444443,1.2254761,0.6386410344444444,0.0001335,439.69176509072486,1.9708753443263687,372.4954400776836,-525.7857446364013,-272.62964536702293,-1603.96092638218,-261.444877873912
12,52.11666666666667,29.36583333333333,24.8,2.0,-20.777777777777782,24.259466012474192,14.144444444444444,1.6614591,1.0746240344444444,0.0001296,264.6033397446683,1.1860585977123659,294.1425322326667,-246.43661974690272,-19.873920947330863,-454.1827140437357,-184.40293129540638
13,52.11666666666667,30.831722222222226,60.2,3.1,14.62222222222222,25.359466012474194,15.244444444444444,4.2798996,3.693064534444445,4.126e-05,102.48161697272141,0.45936382751348454,276.5370241631177,67.16919966752728,3.4588790526467537,87.48531064563477,62.85665199626281
14,52.37083333333333,33.677388888888885,29.9,11.6,-15.677777777777784,33.85946601247419,23.744444444444444,1.1284653,0.5416302344444444,0.0001335,518.1651537092405,2.322624635746601,694.4647660882337,-364.13592900427284,-141.27012630266105,-1134.1139998057179,-245.79371233607492
15,52.625,30.546833333333336,-8.3,10.6,-53.87777777777778,32.85946601247419,22.744444444444444,6.3971705,5.810335434444444,4.874e-06,92.6368306775393,0.4152355355602954,-34.464549451504524,-223.71967910354138,285.714288975607,-260.79480004206596,-222.51812759074497
16,52.625,28.6525,6.5,7.8,-39.07777777777778,30.059466012474193,19.944444444444443,1.1347855,0.5479504344444444,0.0001335,512.2094593110384,2.295928817949474,149.2353731667158,-897.1979614142556,-1076.6375536971066,-1712.5314460225602,-476.29104382250154
17,52.625,30.064722222222223,28.1,5.7,-17.47777777777778,27.95946601247419,17.844444444444445,1.0084964,0.4216613344444444,0.0001362,659.7255098284683,2.957155090397892,830.9605804018076,-516.8449952439872,-104.84044387511484,-1410.9384332222724,-263.273851888378
